dispositionID,clientID,accountID,dispositionType
849,C00000849,A00000708,OWNER
850,C00000850,A00000709,OWNER
851,C00000851,A00000710,OWNER
852,C00000852,A00000710,DISPONENT
853,C00000853,A00000711,OWNER
854,C00000854,A00000712,OWNER
855,C00000855,A00000713,OWNER
856,C00000856,A00000714,OWNER
857,C00000857,A00000715,OWNER
858,C00000858,A00000716,OWNER
859,C00000859,A00000717,OWNER
860,C00000860,A00000717,DISPONENT
861,C00000861,A00000718,OWNER
862,C00000862,A00000719,OWNER
863,C00000863,A00000720,OWNER
864,C00000864,A00000721,OWNER
865,C00000865,A00000721,DISPONENT
866,C00000866,A00000722,OWNER
870,C00000870,A00000725,OWNER
871,C00000871,A00000726,OWNER
872,C00000872,A00000727,OWNER
873,C00000873,A00000728,OWNER
874,C00000874,A00000729,OWNER
875,C00000875,A00000729,DISPONENT
876,C00000876,A00000730,OWNER
877,C00000877,A00000731,OWNER
878,C00000878,A00000731,DISPONENT
879,C00000879,A00000732,OWNER
880,C00000880,A00000733,OWNER
881,C00000881,A00000734,OWNER
882,C00000882,A00000735,OWNER
883,C00000883,A00000736,OWNER
884,C00000884,A00000736,DISPONENT
885,C00000885,A00000737,OWNER
886,C00000886,A00000738,OWNER
887,C00000887,A00000739,OWNER
888,C00000888,A00000740,OWNER
889,C00000889,A00000741,OWNER
890,C00000890,A00000742,OWNER
891,C00000891,A00000743,OWNER
892,C00000892,A00000744,OWNER
893,C00000893,A00000745,OWNER
894,C00000894,A00000746,OWNER
895,C00000895,A00000747,OWNER
896,C00000896,A00000748,OWNER
897,C00000897,A00000748,DISPONENT
898,C00000898,A00000749,OWNER
899,C00000899,A00000749,DISPONENT
900,C00000900,A00000750,OWNER
901,C00000901,A00000751,OWNER
902,C00000902,A00000752,OWNER
903,C00000903,A00000753,OWNER
904,C00000904,A00000754,OWNER
905,C00000905,A00000755,OWNER
906,C00000906,A00000756,OWNER
907,C00000907,A00000757,OWNER
908,C00000908,A00000758,OWNER
909,C00000909,A00000759,OWNER
910,C00000910,A00000760,OWNER
911,C00000911,A00000761,OWNER
912,C00000912,A00000762,OWNER
913,C00000913,A00000763,OWNER
914,C00000914,A00000764,OWNER
915,C00000915,A00000765,OWNER
916,C00000916,A00000766,OWNER
917,C00000917,A00000767,OWNER
918,C00000918,A00000768,OWNER
921,C00000921,A00000770,OWNER
922,C00000922,A00000771,OWNER
923,C00000923,A00000771,DISPONENT
924,C00000924,A00000772,OWNER
925,C00000925,A00000773,OWNER
926,C00000926,A00000774,OWNER
927,C00000927,A00000775,OWNER
928,C00000928,A00000776,OWNER
929,C00000929,A00000777,OWNER
930,C00000930,A00000778,OWNER
931,C00000931,A00000779,OWNER
932,C00000932,A00000780,OWNER
933,C00000933,A00000781,OWNER
934,C00000934,A00000781,DISPONENT
935,C00000935,A00000782,OWNER
936,C00000936,A00000782,DISPONENT
937,C00000937,A00000783,OWNER
938,C00000938,A00000784,OWNER
939,C00000939,A00000785,OWNER
940,C00000940,A00000786,OWNER
941,C00000941,A00000787,OWNER
942,C00000942,A00000788,OWNER
943,C00000943,A00000788,DISPONENT
944,C00000944,A00000789,OWNER
945,C00000945,A00000789,DISPONENT
946,C00000946,A00000790,OWNER
948,C00000948,A00000791,OWNER
949,C00000949,A00000792,OWNER
950,C00000950,A00000793,OWNER
951,C00000951,A00000793,DISPONENT
952,C00000952,A00000794,OWNER
953,C00000953,A00000795,OWNER
954,C00000954,A00000796,OWNER
955,C00000955,A00000797,OWNER
956,C00000956,A00000798,OWNER
957,C00000957,A00000799,OWNER
958,C00000958,A00000799,DISPONENT
959,C00000959,A00000800,OWNER
960,C00000960,A00000801,OWNER
961,C00000961,A00000802,OWNER
962,C00000962,A00000803,OWNER
963,C00000963,A00000804,OWNER
964,C00000964,A00000805,OWNER
965,C00000965,A00000806,OWNER
966,C00000966,A00000806,DISPONENT
967,C00000967,A00000807,OWNER
968,C00000968,A00000808,OWNER
970,C00000970,A00000809,OWNER
971,C00000971,A00000810,OWNER
972,C00000972,A00000810,DISPONENT
973,C00000973,A00000811,OWNER
974,C00000974,A00000811,DISPONENT
975,C00000975,A00000812,OWNER
976,C00000976,A00000813,OWNER
977,C00000977,A00000814,OWNER
978,C00000978,A00000815,OWNER
979,C00000979,A00000815,DISPONENT
980,C00000980,A00000816,OWNER
981,C00000981,A00000817,OWNER
984,C00000984,A00000819,OWNER
985,C00000985,A00000819,DISPONENT
986,C00000986,A00000820,OWNER
987,C00000987,A00000821,OWNER
988,C00000988,A00000822,OWNER
989,C00000989,A00000822,DISPONENT
990,C00000990,A00000823,OWNER
991,C00000991,A00000824,OWNER
992,C00000992,A00000825,OWNER
993,C00000993,A00000826,OWNER
994,C00000994,A00000827,OWNER
995,C00000995,A00000827,DISPONENT
996,C00000996,A00000828,OWNER
997,C00000997,A00000829,OWNER
998,C00000998,A00000829,DISPONENT
999,C00000999,A00000830,OWNER
1000,C00001000,A00000830,DISPONENT
1001,C00001001,A00000831,OWNER
1002,C00001002,A00000832,OWNER
1003,C00001003,A00000833,OWNER
1004,C00001004,A00000834,OWNER
1006,C00001006,A00000836,OWNER
1007,C00001007,A00000836,DISPONENT
1008,C00001008,A00000837,OWNER
1009,C00001009,A00000838,OWNER
1010,C00001010,A00000838,DISPONENT
1011,C00001011,A00000839,OWNER
1012,C00001012,A00000840,OWNER
1013,C00001013,A00000840,DISPONENT
1014,C00001014,A00000841,OWNER
1015,C00001015,A00000842,OWNER
1016,C00001016,A00000842,DISPONENT
1017,C00001017,A00000843,OWNER
1018,C00001018,A00000844,OWNER
1019,C00001019,A00000845,OWNER
1020,C00001020,A00000846,OWNER
1021,C00001021,A00000847,OWNER
1022,C00001022,A00000848,OWNER
1023,C00001023,A00000849,OWNER
1024,C00001024,A00000850,OWNER
1025,C00001025,A00000851,OWNER
1026,C00001026,A00000852,OWNER
1027,C00001027,A00000853,OWNER
1028,C00001028,A00000853,DISPONENT
1029,C00001029,A00000854,OWNER
1030,C00001030,A00000855,OWNER
1031,C00001031,A00000856,OWNER
1032,C00001032,A00000857,OWNER
1033,C00001033,A00000857,DISPONENT
1034,C00001034,A00000858,OWNER
1035,C00001035,A00000859,OWNER
1036,C00001036,A00000859,DISPONENT
1037,C00001037,A00000860,OWNER
1038,C00001038,A00000861,OWNER
1039,C00001039,A00000862,OWNER
1040,C00001040,A00000863,OWNER
1041,C00001041,A00000864,OWNER
1042,C00001042,A00000865,OWNER
1043,C00001043,A00000865,DISPONENT
1044,C00001044,A00000866,OWNER
1045,C00001045,A00000867,OWNER
1046,C00001046,A00000868,OWNER
1047,C00001047,A00000869,OWNER
1048,C00001048,A00000870,OWNER
1049,C00001049,A00000871,OWNER
1050,C00001050,A00000872,OWNER
1051,C00001051,A00000873,OWNER
1052,C00001052,A00000874,OWNER
1053,C00001053,A00000874,DISPONENT
1054,C00001054,A00000875,OWNER
1055,C00001055,A00000876,OWNER
1056,C00001056,A00000877,OWNER
1057,C00001057,A00000878,OWNER
1058,C00001058,A00000879,OWNER
1059,C00001059,A00000880,OWNER
1060,C00001060,A00000880,DISPONENT
1062,C00001062,A00000882,OWNER
1063,C00001063,A00000882,DISPONENT
1064,C00001064,A00000883,OWNER
1065,C00001065,A00000884,OWNER
1066,C00001066,A00000885,OWNER
1067,C00001067,A00000886,OWNER
1068,C00001068,A00000887,OWNER
1069,C00001069,A00000888,OWNER
1070,C00001070,A00000888,DISPONENT
1071,C00001071,A00000889,OWNER
1072,C00001072,A00000890,OWNER
1073,C00001073,A00000891,OWNER
1074,C00001074,A00000891,DISPONENT
1075,C00001075,A00000892,OWNER
1076,C00001076,A00000893,OWNER
1077,C00001077,A00000894,OWNER
1078,C00001078,A00000895,OWNER
1079,C00001079,A00000896,OWNER
1080,C00001080,A00000897,OWNER
1081,C00001081,A00000898,OWNER
1082,C00001082,A00000899,OWNER
1083,C00001083,A00000900,OWNER
1084,C00001084,A00000900,DISPONENT
1085,C00001085,A00000901,OWNER
1086,C00001086,A00000902,OWNER
1087,C00001087,A00000902,DISPONENT
1088,C00001088,A00000903,OWNER
1089,C00001089,A00000904,OWNER
1090,C00001090,A00000905,OWNER
1091,C00001091,A00000906,OWNER
1092,C00001092,A00000907,OWNER
1093,C00001093,A00000908,OWNER
1094,C00001094,A00000909,OWNER
1095,C00001095,A00000909,DISPONENT
1096,C00001096,A00000910,OWNER
1097,C00001097,A00000910,DISPONENT
1098,C00001098,A00000911,OWNER
1099,C00001099,A00000912,OWNER
1100,C00001100,A00000913,OWNER
1101,C00001101,A00000914,OWNER
1102,C00001102,A00000915,OWNER
1103,C00001103,A00000916,OWNER
1104,C00001104,A00000916,DISPONENT
1105,C00001105,A00000917,OWNER
1106,C00001106,A00000917,DISPONENT
1107,C00001107,A00000918,OWNER
1108,C00001108,A00000919,OWNER
1109,C00001109,A00000920,OWNER
1110,C00001110,A00000921,OWNER
1111,C00001111,A00000922,OWNER
1112,C00001112,A00000923,OWNER
1113,C00001113,A00000924,OWNER
1114,C00001114,A00000925,OWNER
1115,C00001115,A00000926,OWNER
1116,C00001116,A00000927,OWNER
1117,C00001117,A00000928,OWNER
1118,C00001118,A00000928,DISPONENT
1119,C00001119,A00000929,OWNER
1120,C00001120,A00000930,OWNER
1121,C00001121,A00000931,OWNER
1122,C00001122,A00000932,OWNER
1123,C00001123,A00000932,DISPONENT
1124,C00001124,A00000933,OWNER
1125,C00001125,A00000934,OWNER
1126,C00001126,A00000934,DISPONENT
1127,C00001127,A00000935,OWNER
1128,C00001128,A00000936,OWNER
1129,C00001129,A00000937,OWNER
1130,C00001130,A00000938,OWNER
1131,C00001131,A00000939,OWNER
1132,C00001132,A00000939,DISPONENT
1133,C00001133,A00000940,OWNER
1134,C00001134,A00000940,DISPONENT
1135,C00001135,A00000941,OWNER
1136,C00001136,A00000942,OWNER
1137,C00001137,A00000943,OWNER
1138,C00001138,A00000944,OWNER
1139,C00001139,A00000944,DISPONENT
1140,C00001140,A00000945,OWNER
1141,C00001141,A00000946,OWNER
1142,C00001142,A00000947,OWNER
1143,C00001143,A00000947,DISPONENT
1145,C00001145,A00000949,OWNER
1146,C00001146,A00000950,OWNER
1147,C00001147,A00000951,OWNER
1148,C00001148,A00000952,OWNER
1149,C00001149,A00000953,OWNER
1150,C00001150,A00000954,OWNER
1151,C00001151,A00000955,OWNER
1152,C00001152,A00000956,OWNER
1153,C00001153,A00000957,OWNER
1154,C00001154,A00000958,OWNER
1155,C00001155,A00000958,DISPONENT
1156,C00001156,A00000959,OWNER
1157,C00001157,A00000960,OWNER
1158,C00001158,A00000961,OWNER
1159,C00001159,A00000962,OWNER
1160,C00001160,A00000962,DISPONENT
1161,C00001161,A00000963,OWNER
1162,C00001162,A00000964,OWNER
1163,C00001163,A00000965,OWNER
1164,C00001164,A00000966,OWNER
1165,C00001165,A00000967,OWNER
1166,C00001166,A00000968,OWNER
1167,C00001167,A00000968,DISPONENT
1168,C00001168,A00000969,OWNER
1169,C00001169,A00000970,OWNER
1170,C00001170,A00000971,OWNER
1171,C00001171,A00000972,OWNER
1172,C00001172,A00000973,OWNER
1173,C00001173,A00000973,DISPONENT
1174,C00001174,A00000974,OWNER
1175,C00001175,A00000975,OWNER
1176,C00001176,A00000975,DISPONENT
1177,C00001177,A00000976,OWNER
1178,C00001178,A00000977,OWNER
1179,C00001179,A00000978,OWNER
1180,C00001180,A00000979,OWNER
1181,C00001181,A00000980,OWNER
1182,C00001182,A00000981,OWNER
1183,C00001183,A00000982,OWNER
1186,C00001186,A00000984,OWNER
1187,C00001187,A00000985,OWNER
1188,C00001188,A00000985,DISPONENT
1189,C00001189,A00000986,OWNER
1190,C00001190,A00000987,OWNER
1191,C00001191,A00000987,DISPONENT
1192,C00001192,A00000988,OWNER
1193,C00001193,A00000989,OWNER
1194,C00001194,A00000990,OWNER
1195,C00001195,A00000991,OWNER
1196,C00001196,A00000992,OWNER
1197,C00001197,A00000993,OWNER
1198,C00001198,A00000994,OWNER
1199,C00001199,A00000995,OWNER
1200,C00001200,A00000996,OWNER
1201,C00001201,A00000997,OWNER
1202,C00001202,A00000998,OWNER
1204,C00001204,A00001000,OWNER
1206,C00001206,A00001002,OWNER
1207,C00001207,A00001003,OWNER
1208,C00001208,A00001004,OWNER
1209,C00001209,A00001005,OWNER
1210,C00001210,A00001006,OWNER
1211,C00001211,A00001007,OWNER
1212,C00001212,A00001008,OWNER
1213,C00001213,A00001009,OWNER
1214,C00001214,A00001010,OWNER
1215,C00001215,A00001011,OWNER
1216,C00001216,A00001012,OWNER
1217,C00001217,A00001013,OWNER
1218,C00001218,A00001014,OWNER
1219,C00001219,A00001015,OWNER
1220,C00001220,A00001016,OWNER
1221,C00001221,A00001017,OWNER
1222,C00001222,A00001018,OWNER
1223,C00001223,A00001019,OWNER
1224,C00001224,A00001020,OWNER
1225,C00001225,A00001021,OWNER
1226,C00001226,A00001022,OWNER
1227,C00001227,A00001022,DISPONENT
1228,C00001228,A00001023,OWNER
1229,C00001229,A00001024,OWNER
1231,C00001231,A00001026,OWNER
1232,C00001232,A00001026,DISPONENT
1233,C00001233,A00001027,OWNER
1234,C00001234,A00001028,OWNER
1235,C00001235,A00001028,DISPONENT
1236,C00001236,A00001029,OWNER
1237,C00001237,A00001030,OWNER
1238,C00001238,A00001031,OWNER
1239,C00001239,A00001032,OWNER
1240,C00001240,A00001033,OWNER
1241,C00001241,A00001034,OWNER
1242,C00001242,A00001035,OWNER
1243,C00001243,A00001036,OWNER
1244,C00001244,A00001037,OWNER
1245,C00001245,A00001038,OWNER
1246,C00001246,A00001039,OWNER
1247,C00001247,A00001039,DISPONENT
1248,C00001248,A00001040,OWNER
1250,C00001250,A00001042,OWNER
1251,C00001251,A00001043,OWNER
1252,C00001252,A00001043,DISPONENT
1253,C00001253,A00001044,OWNER
1254,C00001254,A00001045,OWNER
1255,C00001255,A00001046,OWNER
1256,C00001256,A00001047,OWNER
1257,C00001257,A00001048,OWNER
1258,C00001258,A00001048,DISPONENT
1259,C00001259,A00001049,OWNER
1260,C00001260,A00001050,OWNER
1261,C00001261,A00001050,DISPONENT
1262,C00001262,A00001051,OWNER
1263,C00001263,A00001051,DISPONENT
1264,C00001264,A00001052,OWNER
1265,C00001265,A00001053,OWNER
1266,C00001266,A00001054,OWNER
1267,C00001267,A00001055,OWNER
1268,C00001268,A00001055,DISPONENT
1269,C00001269,A00001056,OWNER
1270,C00001270,A00001057,OWNER
1271,C00001271,A00001058,OWNER
1272,C00001272,A00001059,OWNER
1273,C00001273,A00001060,OWNER
1274,C00001274,A00001061,OWNER
1275,C00001275,A00001062,OWNER
1276,C00001276,A00001063,OWNER
1277,C00001277,A00001064,OWNER
1278,C00001278,A00001065,OWNER
1279,C00001279,A00001066,OWNER
1280,C00001280,A00001067,OWNER
1281,C00001281,A00001067,DISPONENT
1282,C00001282,A00001068,OWNER
1283,C00001283,A00001069,OWNER
1284,C00001284,A00001069,DISPONENT
1285,C00001285,A00001070,OWNER
1286,C00001286,A00001071,OWNER
1287,C00001287,A00001072,OWNER
1288,C00001288,A00001073,OWNER
1289,C00001289,A00001074,OWNER
1290,C00001290,A00001075,OWNER
1291,C00001291,A00001076,OWNER
1292,C00001292,A00001077,OWNER
1293,C00001293,A00001078,OWNER
1294,C00001294,A00001078,DISPONENT
1295,C00001295,A00001079,OWNER
1296,C00001296,A00001080,OWNER
1297,C00001297,A00001081,OWNER
1298,C00001298,A00001081,DISPONENT
1299,C00001299,A00001082,OWNER
1300,C00001300,A00001083,OWNER
1303,C00001303,A00001085,OWNER
1304,C00001304,A00001086,OWNER
1305,C00001305,A00001087,OWNER
1306,C00001306,A00001088,OWNER
1307,C00001307,A00001089,OWNER
1308,C00001308,A00001090,OWNER
1309,C00001309,A00001091,OWNER
1310,C00001310,A00001092,OWNER
1311,C00001311,A00001093,OWNER
1312,C00001312,A00001094,OWNER
1313,C00001313,A00001095,OWNER
1314,C00001314,A00001095,DISPONENT
1315,C00001315,A00001096,OWNER
1316,C00001316,A00001097,OWNER
1317,C00001317,A00001097,DISPONENT
1318,C00001318,A00001098,OWNER
1321,C00001321,A00001100,OWNER
1322,C00001322,A00001101,OWNER
1323,C00001323,A00001102,OWNER
1324,C00001324,A00001103,OWNER
1325,C00001325,A00001104,OWNER
1326,C00001326,A00001105,OWNER
1327,C00001327,A00001106,OWNER
1328,C00001328,A00001107,OWNER
1329,C00001329,A00001108,OWNER
1330,C00001330,A00001109,OWNER
1331,C00001331,A00001110,OWNER
1332,C00001332,A00001111,OWNER
1333,C00001333,A00001112,OWNER
1334,C00001334,A00001113,OWNER
1335,C00001335,A00001114,OWNER
1336,C00001336,A00001114,DISPONENT
1337,C00001337,A00001115,OWNER
1338,C00001338,A00001115,DISPONENT
1339,C00001339,A00001116,OWNER
1340,C00001340,A00001117,OWNER
1341,C00001341,A00001118,OWNER
1343,C00001343,A00001120,OWNER
1344,C00001344,A00001120,DISPONENT
1345,C00001345,A00001121,OWNER
1346,C00001346,A00001122,OWNER
1347,C00001347,A00001123,OWNER
1348,C00001348,A00001123,DISPONENT
1349,C00001349,A00001124,OWNER
1350,C00001350,A00001125,OWNER
1351,C00001351,A00001125,DISPONENT
1352,C00001352,A00001126,OWNER
1353,C00001353,A00001127,OWNER
1354,C00001354,A00001128,OWNER
1355,C00001355,A00001129,OWNER
1356,C00001356,A00001130,OWNER
1359,C00001359,A00001132,OWNER
1360,C00001360,A00001132,DISPONENT
1361,C00001361,A00001133,OWNER
1362,C00001362,A00001133,DISPONENT
1363,C00001363,A00001134,OWNER
1364,C00001364,A00001135,OWNER
1365,C00001365,A00001135,DISPONENT
1366,C00001366,A00001136,OWNER
1367,C00001367,A00001137,OWNER
1368,C00001368,A00001137,DISPONENT
1369,C00001369,A00001138,OWNER
1370,C00001370,A00001139,OWNER
1371,C00001371,A00001140,OWNER
1372,C00001372,A00001141,OWNER
1373,C00001373,A00001142,OWNER
1375,C00001375,A00001144,OWNER
1376,C00001376,A00001145,OWNER
1377,C00001377,A00001145,DISPONENT
1378,C00001378,A00001146,OWNER
1379,C00001379,A00001146,DISPONENT
1380,C00001380,A00001147,OWNER
1382,C00001382,A00001149,OWNER
1383,C00001383,A00001150,OWNER
1384,C00001384,A00001151,OWNER
1385,C00001385,A00001152,OWNER
1386,C00001386,A00001152,DISPONENT
1387,C00001387,A00001153,OWNER
1388,C00001388,A00001154,OWNER
1389,C00001389,A00001155,OWNER
1390,C00001390,A00001156,OWNER
1391,C00001391,A00001157,OWNER
1392,C00001392,A00001158,OWNER
1393,C00001393,A00001158,DISPONENT
1394,C00001394,A00001159,OWNER
1395,C00001395,A00001159,DISPONENT
1396,C00001396,A00001160,OWNER
1397,C00001397,A00001161,OWNER
1401,C00001401,A00001164,OWNER
1402,C00001402,A00001165,OWNER
1403,C00001403,A00001165,DISPONENT
1404,C00001404,A00001166,OWNER
1406,C00001406,A00001168,OWNER
1407,C00001407,A00001168,DISPONENT
1408,C00001408,A00001169,OWNER
1409,C00001409,A00001170,OWNER
1410,C00001410,A00001171,OWNER
1411,C00001411,A00001171,DISPONENT
1412,C00001412,A00001172,OWNER
1413,C00001413,A00001173,OWNER
1414,C00001414,A00001174,OWNER
1416,C00001416,A00001176,OWNER
1417,C00001417,A00001177,OWNER
1418,C00001418,A00001178,OWNER
1419,C00001419,A00001179,OWNER
1420,C00001420,A00001179,DISPONENT
1421,C00001421,A00001180,OWNER
1422,C00001422,A00001181,OWNER
1423,C00001423,A00001181,DISPONENT
1424,C00001424,A00001182,OWNER
1425,C00001425,A00001183,OWNER
1426,C00001426,A00001183,DISPONENT
1427,C00001427,A00001184,OWNER
1428,C00001428,A00001185,OWNER
1429,C00001429,A00001185,DISPONENT
1430,C00001430,A00001186,OWNER
1431,C00001431,A00001187,OWNER
1432,C00001432,A00001188,OWNER
1433,C00001433,A00001189,OWNER
1434,C00001434,A00001189,DISPONENT
1435,C00001435,A00001190,OWNER
1438,C00001438,A00001192,OWNER
1439,C00001439,A00001193,OWNER
1440,C00001440,A00001194,OWNER
1441,C00001441,A00001195,OWNER
1442,C00001442,A00001195,DISPONENT
1443,C00001443,A00001196,OWNER
1444,C00001444,A00001196,DISPONENT
1445,C00001445,A00001197,OWNER
1446,C00001446,A00001198,OWNER
1447,C00001447,A00001198,DISPONENT
1448,C00001448,A00001199,OWNER
1449,C00001449,A00001200,OWNER
1450,C00001450,A00001201,OWNER
1452,C00001452,A00001203,OWNER
1453,C00001453,A00001204,OWNER
1454,C00001454,A00001205,OWNER
1455,C00001455,A00001205,DISPONENT
1456,C00001456,A00001206,OWNER
1457,C00001457,A00001206,DISPONENT
1458,C00001458,A00001207,OWNER
1459,C00001459,A00001208,OWNER
1460,C00001460,A00001209,OWNER
1461,C00001461,A00001210,OWNER
1462,C00001462,A00001211,OWNER
1463,C00001463,A00001212,OWNER
1464,C00001464,A00001213,OWNER
1465,C00001465,A00001213,DISPONENT
1466,C00001466,A00001214,OWNER
1467,C00001467,A00001215,OWNER
1468,C00001468,A00001216,OWNER
1469,C00001469,A00001217,OWNER
1470,C00001470,A00001218,OWNER
1471,C00001471,A00001218,DISPONENT
1472,C00001472,A00001219,OWNER
1473,C00001473,A00001220,OWNER
1474,C00001474,A00001221,OWNER
1475,C00001475,A00001222,OWNER
1476,C00001476,A00001223,OWNER
1478,C00001478,A00001225,OWNER
1479,C00001479,A00001226,OWNER
1480,C00001480,A00001227,OWNER
1481,C00001481,A00001228,OWNER
1482,C00001482,A00001229,OWNER
1483,C00001483,A00001230,OWNER
1484,C00001484,A00001230,DISPONENT
1485,C00001485,A00001231,OWNER
1486,C00001486,A00001231,DISPONENT
1487,C00001487,A00001232,OWNER
1488,C00001488,A00001233,OWNER
1489,C00001489,A00001234,OWNER
1490,C00001490,A00001235,OWNER
1491,C00001491,A00001236,OWNER
1492,C00001492,A00001237,OWNER
1493,C00001493,A00001238,OWNER
1494,C00001494,A00001238,DISPONENT
1495,C00001495,A00001239,OWNER
1496,C00001496,A00001240,OWNER
1497,C00001497,A00001241,OWNER
1498,C00001498,A00001241,DISPONENT
1499,C00001499,A00001242,OWNER
1500,C00001500,A00001243,OWNER
1501,C00001501,A00001244,OWNER
1502,C00001502,A00001245,OWNER
1503,C00001503,A00001246,OWNER
1504,C00001504,A00001246,DISPONENT
1505,C00001505,A00001247,OWNER
1506,C00001506,A00001248,OWNER
1507,C00001507,A00001248,DISPONENT
1508,C00001508,A00001249,OWNER
1509,C00001509,A00001250,OWNER
1510,C00001510,A00001251,OWNER
1511,C00001511,A00001252,OWNER
1512,C00001512,A00001253,OWNER
1513,C00001513,A00001254,OWNER
1514,C00001514,A00001255,OWNER
1516,C00001516,A00001256,OWNER
1517,C00001517,A00001257,OWNER
1518,C00001518,A00001258,OWNER
1519,C00001519,A00001258,DISPONENT
1520,C00001520,A00001259,OWNER
1521,C00001521,A00001260,OWNER
1522,C00001522,A00001261,OWNER
1523,C00001523,A00001262,OWNER
1524,C00001524,A00001263,OWNER
1525,C00001525,A00001264,OWNER
1526,C00001526,A00001264,DISPONENT
1527,C00001527,A00001265,OWNER
1528,C00001528,A00001266,OWNER
1529,C00001529,A00001267,OWNER
1530,C00001530,A00001268,OWNER
1531,C00001531,A00001269,OWNER
1532,C00001532,A00001269,DISPONENT
1533,C00001533,A00001270,OWNER
1534,C00001534,A00001271,OWNER
1535,C00001535,A00001272,OWNER
1536,C00001536,A00001273,OWNER
1537,C00001537,A00001274,OWNER
1539,C00001539,A00001275,OWNER
1540,C00001540,A00001276,OWNER
1541,C00001541,A00001276,DISPONENT
1542,C00001542,A00001277,OWNER
1543,C00001543,A00001277,DISPONENT
1546,C00001546,A00001279,OWNER
1547,C00001547,A00001279,DISPONENT
1548,C00001548,A00001280,OWNER
1549,C00001549,A00001280,DISPONENT
1550,C00001550,A00001281,OWNER
1554,C00001554,A00001284,OWNER
1555,C00001555,A00001285,OWNER
1556,C00001556,A00001286,OWNER
1557,C00001557,A00001287,OWNER
1558,C00001558,A00001288,OWNER
1559,C00001559,A00001289,OWNER
1561,C00001561,A00001291,OWNER
1562,C00001562,A00001291,DISPONENT
1563,C00001563,A00001292,OWNER
1564,C00001564,A00001293,OWNER
1565,C00001565,A00001294,OWNER
1566,C00001566,A00001295,OWNER
1567,C00001567,A00001296,OWNER
1568,C00001568,A00001296,DISPONENT
1569,C00001569,A00001297,OWNER
1570,C00001570,A00001297,DISPONENT
1571,C00001571,A00001298,OWNER
1572,C00001572,A00001299,OWNER
1574,C00001574,A00001301,OWNER
1575,C00001575,A00001302,OWNER
1576,C00001576,A00001302,DISPONENT
1577,C00001577,A00001303,OWNER
1578,C00001578,A00001304,OWNER
1579,C00001579,A00001305,OWNER
1580,C00001580,A00001306,OWNER
1581,C00001581,A00001307,OWNER
1582,C00001582,A00001308,OWNER
1583,C00001583,A00001309,OWNER
1584,C00001584,A00001310,OWNER
1585,C00001585,A00001311,OWNER
1586,C00001586,A00001311,DISPONENT
1587,C00001587,A00001312,OWNER
1588,C00001588,A00001313,OWNER
1589,C00001589,A00001314,OWNER
1590,C00001590,A00001315,OWNER
1591,C00001591,A00001316,OWNER
1592,C00001592,A00001317,OWNER
1593,C00001593,A00001317,DISPONENT
1594,C00001594,A00001318,OWNER
1595,C00001595,A00001319,OWNER
1596,C00001596,A00001320,OWNER
1597,C00001597,A00001321,OWNER
1598,C00001598,A00001322,OWNER
1599,C00001599,A00001323,OWNER
1600,C00001600,A00001323,DISPONENT
1601,C00001601,A00001324,OWNER
1602,C00001602,A00001324,DISPONENT
1603,C00001603,A00001325,OWNER
1604,C00001604,A00001325,DISPONENT
1605,C00001605,A00001326,OWNER
1606,C00001606,A00001327,OWNER
1607,C00001607,A00001328,OWNER
1608,C00001608,A00001329,OWNER
1609,C00001609,A00001329,DISPONENT
1610,C00001610,A00001330,OWNER
1611,C00001611,A00001331,OWNER
1612,C00001612,A00001331,DISPONENT
1613,C00001613,A00001332,OWNER
1614,C00001614,A00001333,OWNER
1615,C00001615,A00001334,OWNER
1616,C00001616,A00001335,OWNER
1617,C00001617,A00001336,OWNER
1618,C00001618,A00001337,OWNER
1619,C00001619,A00001338,OWNER
1620,C00001620,A00001338,DISPONENT
1621,C00001621,A00001339,OWNER
1622,C00001622,A00001340,OWNER
1623,C00001623,A00001341,OWNER
1624,C00001624,A00001342,OWNER
1625,C00001625,A00001342,DISPONENT
1628,C00001628,A00001344,OWNER
1629,C00001629,A00001345,OWNER
1630,C00001630,A00001345,DISPONENT
1631,C00001631,A00001346,OWNER
1632,C00001632,A00001347,OWNER
1633,C00001633,A00001348,OWNER
1634,C00001634,A00001348,DISPONENT
1635,C00001635,A00001349,OWNER
1636,C00001636,A00001349,DISPONENT
1637,C00001637,A00001350,OWNER
1638,C00001638,A00001351,OWNER
1639,C00001639,A00001352,OWNER
1640,C00001640,A00001353,OWNER
1641,C00001641,A00001354,OWNER
1642,C00001642,A00001355,OWNER
1643,C00001643,A00001356,OWNER
1644,C00001644,A00001357,OWNER
1645,C00001645,A00001358,OWNER
1646,C00001646,A00001359,OWNER
1647,C00001647,A00001360,OWNER
1648,C00001648,A00001361,OWNER
1649,C00001649,A00001361,DISPONENT
1650,C00001650,A00001362,OWNER
1651,C00001651,A00001363,OWNER
1653,C00001653,A00001365,OWNER
1654,C00001654,A00001366,OWNER
1655,C00001655,A00001367,OWNER
1656,C00001656,A00001368,OWNER
1657,C00001657,A00001369,OWNER
1658,C00001658,A00001370,OWNER
1659,C00001659,A00001371,OWNER
1660,C00001660,A00001372,OWNER
1661,C00001661,A00001373,OWNER
1662,C00001662,A00001374,OWNER
1663,C00001663,A00001375,OWNER
1664,C00001664,A00001376,OWNER
1665,C00001665,A00001376,DISPONENT
