transactionID,accountID,type,operation,amount,balance,bank,date
973341,A00003316,Credit,Credit in Cash,3600,19786.2,,6/5/1993
976274,A00003327,Credit,Credit in Cash,16382,32738.1,,6/5/1993
537881,A00001830,Credit,Credit in Cash,17307,49418.8,,6/5/1993
347932,A00001180,Credit,Credit in Cash,22809,23309,,6/5/1993
783296,A00002670,Credit,Credit in Cash,36572,84562.3,,6/5/1993
1144444,A00003915,Credit,Credit in Cash,34696,71323.8,,6/5/1993
117642,A00000396,Credit,Credit in Cash,34902,73070.8,,6/5/1993
122543,A00000411,Debit,Cash Withdrawal,14900,39781.3,,6/5/1993
955583,A00003258,Credit,Credit in Cash,300,300,,6/5/1993
576847,A00001965,Debit,Remittance to Another Bank,9541,44153.8,IJ,6/5/1993
637747,A00002177,Credit,Collection from Another Bank,5123,28536.5,YZ,6/5/1993
400901,A00001366,Credit,Credit in Cash,11439,40199.7,,6/5/1993
1157045,A00003960,Credit,Collection from Another Bank,4807,19728,OP,6/5/1993
298495,A00001018,Credit,Collection from Another Bank,3963,4563,OP,6/5/1993
330665,A00001127,Credit,Credit in Cash,34995,79364.7,,6/5/1993
330240,A00001126,Credit,Credit in Cash,6280,27076.5,,6/5/1993
685669,A00002342,Credit,Collection from Another Bank,3247,13388,EF,6/5/1993
260047,A00000890,Debit,Cash Withdrawal,7900,29252.5,,6/5/1993
259086,A00000887,Credit,Collection from Another Bank,4514,9646.5,AB,6/5/1993
725901,A00002484,Debit,Remittance to Another Bank,538,37881.5,OP,6/5/1993
628509,A00002146,Credit,Credit in Cash,200,200,,6/5/1993
810141,A00002762,Credit,Credit in Cash,32500,71960,,6/5/1993
810262,A00002762,Debit,Cash Withdrawal,4700,67260,,6/5/1993
566017,A00001926,Debit,Cash Withdrawal,2200,28738.6,,6/5/1993
598593,A00002037,Credit,Credit in Cash,3700,21227.7,,6/5/1993
1339305,A00004576,Credit,Credit in Cash,300,300,,6/5/1993
1602593,A00005442,Debit,Cash Withdrawal,10400,43867.5,,6/5/1993
1598773,A00005428,Credit,Credit in Cash,5768,58796,,6/5/1993
2442349,A00008051,Credit,Collection from Another Bank,39060,82981.9,KL,6/5/1993
560904,A00001909,Credit,Collection from Another Bank,3191,16755,AB,6/5/1993
374811,A00001276,Debit,Remittance to Another Bank,169,32232.7,AB,6/5/1993
3039849,A00010079,Debit,Cash Withdrawal,6300,32592.4,,6/5/1993
2256150,A00007445,Credit,Credit in Cash,29205,113350.7,,6/5/1993
2256521,A00007445,Debit,Cash Withdrawal,17800,95550.7,,6/5/1993
73515,A00000244,Credit,Collection from Another Bank,3972,29620.4,IJ,6/5/1993
110540,A00000374,Credit,Collection from Another Bank,34562,78266.9,WX,6/5/1993
521476,A00001780,Credit,Credit in Cash,37498,74387.8,,6/5/1993
498395,A00001699,Credit,Collection from Another Bank,5224,26920,CD,6/5/1993
498539,A00001699,Debit,Remittance to Another Bank,19,26901,EF,6/5/1993
700139,A00002396,Credit,Collection from Another Bank,4203,17312,OP,6/5/1993
901379,A00003072,Credit,Credit in Cash,1000,1000,,6/5/1993
941437,A00003213,Credit,Collection from Another Bank,3068,6536,EF,6/5/1993
13150,A00000044,Credit,Collection from Another Bank,4200,4600,OP,6/5/1993
18397,A00000062,Credit,Collection from Another Bank,5079,16337,UV,6/5/1993
527749,A00001801,Debit,Remittance to Another Bank,956,31481,AB,6/5/1993
529778,A00001806,Credit,Collection from Another Bank,5029,25545,UV,6/5/1993
877998,A00002991,Credit,Credit in Cash,33540,34140,,6/5/1993
224348,A00000764,Credit,Collection from Another Bank,6238,32290,UV,6/5/1993
232966,A00000793,Credit,Collection from Another Bank,3401,18177.1,IJ,6/5/1993
1050026,A00003592,Debit,Cash Withdrawal,14750,12695.9,,6/5/1993
286586,A00000982,Debit,Cash Withdrawal,400,26489,,6/5/1993
844572,A00002876,Credit,Credit in Cash,26078,47191.3,,6/5/1993
590840,A00002011,Credit,Collection from Another Bank,3016,9948,MN,6/5/1993
851331,A00002902,Credit,Credit in Cash,30320,74804.6,,6/5/1993
851403,A00002902,Debit,Remittance to Another Bank,825,73979.6,QR,6/5/1993
505534,A00001726,Debit,Remittance to Another Bank,115,36634.7,UV,6/5/1993
1486066,A00005065,Credit,Credit in Cash,22524,75627,,6/5/1993
252938,A00000866,Debit,Remittance to Another Bank,3844,41145.8,MN,6/5/1993
2967131,A00009828,Credit,Collection from Another Bank,47472,47872,GH,6/5/1993
3393744,A00011265,Credit,Credit in Cash,11427,41469.1,,6/5/1993
101392,A00000346,Credit,Credit in Cash,29902.5,70449.9,,6/5/1993
185064,A00000627,Debit,Cash Withdrawal,18500,44397.2,,6/5/1993
710072,A00002429,Credit,Credit in Cash,21913.5,55063.4,,6/5/1993
711476,A00002433,Credit,Collection from Another Bank,4718,19372,OP,6/5/1993
733700,A00002508,Credit,Collection from Another Bank,4271,13513,CD,6/6/1993
730407,A00002497,Credit,Credit in Cash,8934,32164,,6/6/1993
655858,A00002242,Credit,Collection from Another Bank,65240,126832.2,CD,6/6/1993
656186,A00002242,Debit,Cash Withdrawal,39000,87832.2,,6/6/1993
2699719,A00008934,Credit,Credit in Cash,500,500,,6/6/1993
25026,A00000083,Credit,Credit in Cash,13839,30400.5,,6/6/1993
898384,A00003063,Credit,Collection from Another Bank,3495,4595,MN,6/6/1993
333302,A00001134,Credit,Credit in Cash,17955,49857.4,,6/6/1993
336637,A00001144,Credit,Collection from Another Bank,3375,17075,GH,6/6/1993
144779,A00000485,Debit,Remittance to Another Bank,1591,29089.2,WX,6/6/1993
137469,A00000461,Credit,Collection from Another Bank,6388,26152,YZ,6/6/1993
604135,A00002056,Debit,Cash Withdrawal,30100,52876.6,,6/6/1993
393848,A00001338,Debit,Cash Withdrawal,32100,20184.7,,6/6/1993
353381,A00001200,Debit,Cash Withdrawal,1300,22457.4,,6/6/1993
1150613,A00003935,Debit,Cash Withdrawal,22400,46895.8,,6/6/1993
1149997,A00003935,Credit,Collection from Another Bank,32604,69295.8,KL,6/6/1993
827046,A00002817,Credit,Credit in Cash,500,27992.6,,6/6/1993
3331516,A00011065,Credit,Credit in Cash,17782,43918.5,,6/6/1993
125503,A00000423,Credit,Collection from Another Bank,2913,9239,OP,6/6/1993
220050,A00000748,Credit,Credit in Cash,14607,30897.4,,6/6/1993
221130,A00000751,Credit,Collection from Another Bank,4350,5250,UV,6/6/1993
117093,A00000395,Credit,Credit in Cash,33081,66468.8,,6/6/1993
118145,A00000396,Debit,Cash Withdrawal,21700,51370.8,,6/6/1993
119441,A00000401,Credit,Credit in Cash,19225.5,55988,,6/6/1993
637819,A00002177,Debit,Remittance to Another Bank,3168,25368.5,QR,6/6/1993
637110,A00002176,Credit,Credit in Cash,500,500,,6/6/1993
740280,A00002527,Debit,Cash Withdrawal,53100,71647,,6/6/1993
434252,A00001476,Credit,Collection from Another Bank,6411,13022,GH,6/6/1993
828860,A00002823,Credit,Collection from Another Bank,3316,6932,CD,6/6/1993
790140,A00002694,Debit,Cash Withdrawal,12000,37949.9,,6/6/1993
330524,A00001126,Debit,Cash Withdrawal,1800,25276.5,,6/6/1993
726524,A00002486,Credit,Credit in Cash,39956,87035.6,,6/6/1993
565732,A00001926,Debit,Remittance to Another Bank,2643,26095.6,WX,6/6/1993
860303,A00002932,Credit,Credit in Cash,47133,72862.3,,6/6/1993
424582,A00001442,Credit,Credit in Cash,27448,27748,,6/6/1993
482812,A00001644,Credit,Credit in Cash,22959,23359,,6/6/1993
1028008,A00003510,Debit,Cash Withdrawal,10900,33226.1,,6/6/1993
375036,A00001276,Debit,Cash Withdrawal,2600,29632.7,,6/6/1993
164784,A00000551,Credit,Credit in Cash,12600,15005.8,,6/6/1993
1092163,A00003734,Credit,Credit in Cash,800,28307.6,,6/6/1993
57439,A00000192,Credit,Collection from Another Bank,5859,29595,GH,6/6/1993
57578,A00000192,Debit,Cash Withdrawal,8300,21295,,6/6/1993
58950,A00000197,Credit,Credit in Cash,32577,75298.8,,6/6/1993
699592,A00002393,Debit,Cash Withdrawal,8700,31447,,6/6/1993
771257,A00002632,Debit,Remittance to Another Bank,2300,27988.3,IJ,6/6/1993
901385,A00003072,Credit,Credit in Cash,33340,34340,,6/6/1993
883009,A00003008,Credit,Collection from Another Bank,6934,27936,QR,6/6/1993
477716,A00001628,Debit,Remittance to Another Bank,2850,19314,AB,6/6/1993
455169,A00001545,Debit,Cash Withdrawal,11000,35154.4,,6/6/1993
275978,A00000944,Debit,Cash Withdrawal,11500,34860.3,,6/6/1993
275312,A00000943,Credit,Collection from Another Bank,3217,16948.9,OP,6/6/1993
224420,A00000764,Debit,Remittance to Another Bank,2360,29930,EF,6/6/1993
1163526,A00003983,Credit,Credit in Cash,21939,58583.2,,6/6/1993
364549,A00001239,Credit,Collection from Another Bank,6668,14236,GH,6/6/1993
286222,A00000982,Debit,Remittance to Another Bank,188,33125.9,AB,6/6/1993
285078,A00000979,Credit,Credit in Cash,26871,63105.3,,6/6/1993
286078,A00000982,Credit,Credit in Cash,6825,33313.9,,6/6/1993
289045,A00000991,Credit,Credit in Cash,31009.5,32109.5,,6/6/1993
1132668,A00003871,Credit,Collection from Another Bank,4356,22080,GH,6/6/1993
739847,A00002527,Credit,Credit in Cash,28851,124747,,6/6/1993
840177,A00002861,Credit,Collection from Another Bank,5915,23960,ST,6/6/1993
1578994,A00005369,Credit,Credit in Cash,8464,36072.9,,6/6/1993
506456,A00001730,Credit,Collection from Another Bank,6689,33913.8,ST,6/6/1993
588188,A00002002,Credit,Collection from Another Bank,6060,12520,KL,6/6/1993
587088,A00001999,Credit,Credit in Cash,300,300,,6/6/1993
192924,A00000655,Credit,Credit in Cash,35438,70427.5,,6/6/1993
2524762,A00008330,Credit,Credit in Cash,31677,64150.9,,6/6/1993
105739,A00000361,Credit,Credit in Cash,35457,78845.5,,6/6/1993
710440,A00002429,Debit,Cash Withdrawal,17100,37963.4,,6/6/1993
804378,A00002741,Credit,Credit in Cash,1100,1100,,6/7/1993
655278,A00002241,Credit,Credit in Cash,17376,50427.2,,6/7/1993
695344,A00002378,Debit,Remittance to Another Bank,9612,38814,EF,6/7/1993
2349813,A00007753,Debit,Cash Withdrawal,2000,70539.4,,6/7/1993
35603,A00000115,Credit,Credit in Cash,11498,36840,,6/7/1993
42526,A00000142,Credit,Collection from Another Bank,4555,19120,QR,6/7/1993
895068,A00003050,Credit,Credit in Cash,10500,11400,,6/7/1993
1108947,A00003787,Credit,Credit in Cash,31425,69665.4,,6/7/1993
1109618,A00003788,Debit,Cash Withdrawal,12100,26465.5,,6/7/1993
1176391,A00004034,Credit,Credit in Cash,7620,34045.4,,6/7/1993
270626,A00000928,Credit,Credit in Cash,10263,28419.6,,6/7/1993
649671,A00002220,Credit,Collection from Another Bank,6153,25712,MN,6/7/1993
1074042,A00003670,Credit,Collection from Another Bank,4442,4842,OP,6/7/1993
1077751,A00003682,Credit,Credit in Cash,200,200,,6/7/1993
144851,A00000485,Debit,Remittance to Another Bank,3572,25517.2,AB,6/7/1993
129508,A00000435,Credit,Collection from Another Bank,5039,25595,MN,6/7/1993
138718,A00000465,Credit,Collection from Another Bank,19178,52628.2,UV,6/7/1993
973058,A00003316,Credit,Credit in Cash,22998,42784.2,,6/7/1993
1345140,A00004596,Debit,Cash Withdrawal,19000,39286,,6/7/1993
347549,A00001179,Credit,Collection from Another Bank,4212,21760,WX,6/7/1993
1234411,A00004225,Credit,Credit in Cash,33178,34278,,6/7/1993
826818,A00002817,Credit,Credit in Cash,20508,48500.6,,6/7/1993
148423,A00000496,Credit,Credit in Cash,8106,35085.9,,6/7/1993
220347,A00000748,Debit,Cash Withdrawal,5200,25697.4,,6/7/1993
542221,A00001844,Credit,Collection from Another Bank,3242,16474.7,ST,6/7/1993
541687,A00001843,Credit,Collection from Another Bank,26448,65898.5,QR,6/7/1993
1657307,A00005622,Debit,Remittance to Another Bank,6327,56509.7,ST,6/7/1993
1157929,A00003965,Credit,Collection from Another Bank,21146,40792.4,OP,6/7/1993
1136613,A00003883,Debit,Cash Withdrawal,1450,17538.1,,6/7/1993
1271886,A00004350,Credit,Credit in Cash,26347.5,60289.7,,6/7/1993
682763,A00002330,Debit,Cash Withdrawal,2760,13814,,6/7/1993
682696,A00002330,Debit,Remittance to Another Bank,601,16574,EF,6/7/1993
682552,A00002330,Credit,Collection from Another Bank,3395,17175,ST,6/7/1993
1068646,A00003651,Credit,Collection from Another Bank,5081,21124,WX,6/7/1993
565804,A00001926,Debit,Remittance to Another Bank,361,25734.6,QR,6/7/1993
1580568,A00005372,Credit,Credit in Cash,14400,15200,,6/7/1993
2442704,A00008051,Debit,Cash Withdrawal,29700,53281.9,,6/7/1993
909655,A00003099,Credit,Collection from Another Bank,6019,6819,CD,6/7/1993
486246,A00001658,Credit,Collection from Another Bank,3184,3984,KL,6/7/1993
557861,A00001898,Credit,Collection from Another Bank,15399,41173.3,MN,6/7/1993
1028986,A00003514,Credit,Collection from Another Bank,3399,17658.1,GH,6/7/1993
207414,A00000704,Debit,Remittance to Another Bank,1197,42314.6,UV,6/7/1993
579379,A00001972,Credit,Collection from Another Bank,5298,29608.8,UV,6/7/1993
579518,A00001972,Debit,Cash Withdrawal,5950,23658.8,,6/7/1993
676811,A00002313,Credit,Collection from Another Bank,17370,34493.6,CD,6/7/1993
679950,A00002321,Debit,Cash Withdrawal,49700,69199.5,,6/7/1993
679599,A00002321,Credit,Credit in Cash,32381,118899.5,,6/7/1993
469897,A00001601,Credit,Collection from Another Bank,4042,16668,CD,6/7/1993
1897322,A00006425,Credit,Credit in Cash,18552,45483.2,,6/7/1993
3122930,A00010364,Credit,Credit in Cash,21739.5,60432.4,,6/7/1993
612718,A00002087,Debit,Cash Withdrawal,29100,53151.3,,6/7/1993
446910,A00001518,Credit,Credit in Cash,25932,46049.7,,6/7/1993
275384,A00000943,Debit,Remittance to Another Bank,2144,13814.9,AB,6/7/1993
275451,A00000943,Debit,Cash Withdrawal,990,15958.9,,6/7/1993
224601,A00000764,Debit,Cash Withdrawal,300,29630,,6/7/1993
233110,A00000793,Debit,Remittance to Another Bank,204,17973.1,OP,6/7/1993
326332,A00001115,Credit,Collection from Another Bank,3440,10620,CD,6/7/1993
286433,A00000982,Debit,Cash Withdrawal,16800,16325.9,,6/7/1993
292059,A00001000,Credit,Collection from Another Bank,47022,100358.5,ST,6/7/1993
795577,A00002711,Credit,Credit in Cash,29952,30352,,6/7/1993
737264,A00002519,Credit,Collection from Another Bank,5544,26968.8,GH,6/7/1993
840581,A00002862,Credit,Credit in Cash,36070,36070,,6/7/1993
840575,A00002862,Credit,Credit in Cash,500,36570,,6/7/1993
622125,A00002122,Debit,Cash Withdrawal,10900,30612.5,,6/7/1993
2775585,A00009188,Credit,Collection from Another Bank,19065,49590.4,GH,6/7/1993
888836,A00003032,Credit,Credit in Cash,300,300,,6/7/1993
893651,A00003047,Credit,Collection from Another Bank,3474,14496,KL,6/7/1993
1296162,A00004427,Credit,Credit in Cash,800,800,,6/7/1993
462817,A00001575,Credit,Collection from Another Bank,5448,22692,IJ,6/7/1993
465521,A00001584,Credit,Collection from Another Bank,2975,3575,CD,6/7/1993
505390,A00001726,Debit,Remittance to Another Bank,2082,34552.7,OP,6/7/1993
850029,A00002895,Debit,Cash Withdrawal,13800,36690.2,,6/7/1993
415730,A00001412,Credit,Credit in Cash,21430.5,22430.5,,6/7/1993
1021467,A00003487,Debit,Cash Withdrawal,14000,41322.1,,6/7/1993
3410669,A00011320,Credit,Credit in Cash,25918,26518,,6/7/1993
83236,A00000279,Credit,Collection from Another Bank,3007,6414,YZ,6/7/1993
519757,A00001775,Credit,Collection from Another Bank,6932,28628,WX,6/7/1993
655714,A00002241,Debit,Cash Withdrawal,15200,35227.2,,6/8/1993
2350083,A00007753,Debit,Cash Withdrawal,25400,45139.4,,6/8/1993
963584,A00003284,Credit,Credit in Cash,10963.5,11463.5,,6/8/1993
1779108,A00006034,Debit,Cash Withdrawal,10600,72511.6,,6/8/1993
894506,A00003050,Credit,Collection from Another Bank,62168,73568,GH,6/8/1993
554456,A00001887,Credit,Credit in Cash,5600,14938.3,,6/8/1993
453041,A00001539,Debit,Cash Withdrawal,10500,23199.4,,6/8/1993
337955,A00001147,Credit,Credit in Cash,34004,59247.4,,6/8/1993
242560,A00000830,Debit,Cash Withdrawal,19500,41612.5,,6/8/1993
242372,A00000830,Credit,Credit in Cash,24934.5,61112.5,,6/8/1993
3211326,A00010656,Credit,Credit in Cash,27990,51969.1,,6/8/1993
144707,A00000485,Debit,Remittance to Another Bank,7421,18096.2,EF,6/8/1993
183011,A00000623,Credit,Collection from Another Bank,3108,9524,WX,6/8/1993
340707,A00001157,Credit,Credit in Cash,8382,32748.5,,6/8/1993
776277,A00002647,Debit,Cash Withdrawal,10500,30292.5,,6/8/1993
538178,A00001830,Debit,Cash Withdrawal,12300,37118.8,,6/8/1993
392280,A00001334,Credit,Credit in Cash,8440,8740,,6/8/1993
393593,A00001338,Debit,Remittance to Another Bank,4545,15639.7,CD,6/8/1993
352947,A00001200,Credit,Credit in Cash,35072,57529.4,,6/8/1993
356146,A00001207,Credit,Credit in Cash,700,700,,6/8/1993
1239180,A00004240,Debit,Cash Withdrawal,34300,55096.6,,6/8/1993
1238923,A00004240,Credit,Collection from Another Bank,41499,89396.6,EF,6/8/1993
145896,A00000489,Credit,Credit in Cash,24537,25437,,6/8/1993
123335,A00000415,Credit,Credit in Cash,19665,55519.8,,6/8/1993
577127,A00001965,Debit,Cash Withdrawal,10100,34053.8,,6/8/1993
1262857,A00004318,Debit,Cash Withdrawal,25300,81335.5,,6/8/1993
1262491,A00004318,Credit,Collection from Another Bank,69144,106635.5,WX,6/8/1993
1657650,A00005622,Debit,Cash Withdrawal,17800,38709.7,,6/8/1993
434658,A00001477,Credit,Collection from Another Bank,3151,16504.2,KL,6/8/1993
749692,A00002555,Debit,Cash Withdrawal,13600,40383.4,,6/8/1993
1125311,A00003844,Credit,Collection from Another Bank,3390,3590,MN,6/8/1993
2501882,A00008260,Credit,Collection from Another Bank,56152,99994.6,MN,6/8/1993
294486,A00001006,Credit,Collection from Another Bank,3737,26874.6,WX,6/8/1993
295000,A00001006,Debit,Cash Withdrawal,2300,24574.6,,6/8/1993
681636,A00002327,Credit,Credit in Cash,600,600,,6/8/1993
689905,A00002357,Debit,Remittance to Another Bank,3869,23091.8,KL,6/8/1993
689972,A00002357,Debit,Cash Withdrawal,12500,10591.8,,6/8/1993
725829,A00002484,Debit,Remittance to Another Bank,2343,35538.5,OP,6/8/1993
726112,A00002484,Debit,Cash Withdrawal,11840,23698.5,,6/8/1993
727566,A00002488,Credit,Collection from Another Bank,3046,9563.4,AB,6/8/1993
1602737,A00005442,Debit,Remittance to Another Bank,2070,33687.5,MN,6/8/1993
1602665,A00005442,Debit,Remittance to Another Bank,8110,35757.5,EF,6/8/1993
989797,A00003374,Debit,Cash Withdrawal,6600,78839.2,,6/8/1993
483258,A00001644,Credit,Credit in Cash,900,24259,,6/8/1993
1029058,A00003514,Debit,Remittance to Another Bank,2266,15392.1,QR,6/8/1993
1086580,A00003713,Credit,Credit in Cash,800,800,,6/8/1993
167890,A00000562,Credit,Credit in Cash,24465,49631.3,,6/8/1993
207481,A00000704,Debit,Cash Withdrawal,24640,17674.6,,6/8/1993
374667,A00001276,Debit,Remittance to Another Bank,3839,35954.7,OP,6/8/1993
374595,A00001276,Credit,Credit in Cash,10161,39793.7,,6/8/1993
2258776,A00007454,Credit,Credit in Cash,6249,21441.5,,6/8/1993
73953,A00000244,Debit,Cash Withdrawal,2000,27620.4,,6/8/1993
57511,A00000192,Debit,Remittance to Another Bank,3583,17712,IJ,6/8/1993
110789,A00000374,Debit,Cash Withdrawal,24700,53566.9,,6/8/1993
66004,A00000220,Credit,Collection from Another Bank,5271,10942,IJ,6/8/1993
471053,A00001603,Credit,Credit in Cash,8000,16535,,6/8/1993
766567,A00002618,Credit,Collection from Another Bank,6559,20277,GH,6/8/1993
771185,A00002632,Debit,Remittance to Another Bank,41,27947.3,IJ,6/8/1993
1855304,A00006281,Credit,Credit in Cash,900,16960,,6/8/1993
1855310,A00006281,Credit,Collection from Another Bank,16060,16060,AB,6/8/1993
1504221,A00005129,Credit,Credit in Cash,500,500,,6/8/1993
480364,A00001637,Debit,Remittance to Another Bank,2569,19329,GH,6/8/1993
882367,A00003007,Credit,Credit in Cash,33678,77117.9,,6/8/1993
1082386,A00003697,Credit,Credit in Cash,19600.5,36774.4,,6/8/1993
275681,A00000944,Credit,Credit in Cash,25390,60250.3,,6/8/1993
307235,A00001048,Credit,Collection from Another Bank,5993,13108.9,UV,6/8/1993
227754,A00000774,Credit,Credit in Cash,500,500,,6/8/1993
1048374,A00003586,Credit,Credit in Cash,19426,45125.9,,6/8/1993
366574,A00001247,Credit,Credit in Cash,300,300,,6/8/1993
286487,A00000982,Debit,Cash Withdrawal,2160,14165.9,,6/8/1993
1571595,A00005343,Credit,Credit in Cash,600,600,,6/8/1993
2776161,A00009188,Debit,Cash Withdrawal,14800,34790.4,,6/8/1993
506721,A00001730,Debit,Cash Withdrawal,7100,26813.8,,6/8/1993
505462,A00001726,Debit,Remittance to Another Bank,74,34478.7,EF,6/8/1993
847087,A00002884,Debit,Cash Withdrawal,3800,25145.8,,6/8/1993
419283,A00001422,Credit,Collection from Another Bank,5842,12084,KL,6/8/1993
206386,A00000701,Credit,Credit in Cash,1100,1100,,6/8/1993
252866,A00000866,Debit,Remittance to Another Bank,504,40641.8,CD,6/8/1993
252722,A00000866,Debit,Remittance to Another Bank,465,40176.8,YZ,6/8/1993
251563,A00000862,Debit,Cash Withdrawal,46500,81857.7,,6/8/1993
251311,A00000862,Debit,Remittance to Another Bank,3122,128357.7,AB,6/8/1993
251239,A00000862,Credit,Collection from Another Bank,66500,131479.7,YZ,6/8/1993
201783,A00000686,Credit,Credit in Cash,15799.5,44307.8,,6/8/1993
3402670,A00011295,Credit,Credit in Cash,27520,63118.8,,6/8/1993
90396,A00000306,Credit,Credit in Cash,1000,1000,,6/8/1993
929614,A00003168,Credit,Collection from Another Bank,6303,26212,AB,6/8/1993
489456,A00001671,Credit,Collection from Another Bank,6567,14258.7,YZ,6/8/1993
1042360,A00003566,Credit,Credit in Cash,300,300,,6/9/1993
696168,A00002379,Debit,Cash Withdrawal,2400,24852.8,,6/9/1993
555746,A00001891,Credit,Credit in Cash,3800,20304.7,,6/9/1993
1109737,A00003788,Debit,Cash Withdrawal,2400,24065.5,,6/9/1993
269818,A00000925,Credit,Credit in Cash,27750,66128.5,,6/9/1993
298984,A00001019,Credit,Credit in Cash,29619,71184.8,,6/9/1993
338184,A00001147,Debit,Cash Withdrawal,14800,44447.4,,6/9/1993
333672,A00001134,Debit,Cash Withdrawal,10400,39457.4,,6/9/1993
332732,A00001132,Debit,Cash Withdrawal,61200,53090.3,,6/9/1993
649492,A00002219,Debit,Cash Withdrawal,13100,35305.9,,6/9/1993
1076502,A00003678,Credit,Credit in Cash,13352,37333.2,,6/9/1993
1075591,A00003675,Credit,Collection from Another Bank,69148,126802.9,QR,6/9/1993
1075931,A00003675,Debit,Cash Withdrawal,25300,101502.9,,6/9/1993
3284054,A00010911,Credit,Collection from Another Bank,32823,33823,AB,6/9/1993
393665,A00001338,Debit,Remittance to Another Bank,897,14742.7,OP,6/9/1993
532730,A00001815,Credit,Credit in Cash,26856,50808.2,,6/9/1993
356152,A00001207,Credit,Credit in Cash,28635,29335,,6/9/1993
1239089,A00004240,Debit,Cash Withdrawal,1800,53296.6,,6/9/1993
783368,A00002670,Debit,Remittance to Another Bank,3978,80584.3,AB,6/9/1993
2895451,A00009591,Credit,Credit in Cash,44590,58332,,6/9/1993
150861,A00000504,Credit,Collection from Another Bank,3463,8026,EF,6/9/1993
147953,A00000494,Debit,Cash Withdrawal,24100,47136.4,,6/9/1993
119513,A00000401,Debit,Remittance to Another Bank,3600,52388,AB,6/9/1993
542293,A00001844,Debit,Remittance to Another Bank,2161,14313.7,EF,6/9/1993
1657489,A00005622,Debit,Cash Withdrawal,12600,67172.7,,6/9/1993
1614713,A00005483,Credit,Collection from Another Bank,24003,55714.1,QR,6/9/1993
1657181,A00005622,Credit,Credit in Cash,41063,79772.7,,6/9/1993
313980,A00001071,Debit,Cash Withdrawal,42600,61817.9,,6/9/1993
293965,A00001005,Credit,Collection from Another Bank,51724,101731.7,QR,6/9/1993
294330,A00001005,Debit,Cash Withdrawal,52200,49531.7,,6/9/1993
332450,A00001132,Credit,Collection from Another Bank,72147,114290.3,ST,6/9/1993
260357,A00000892,Credit,Collection from Another Bank,6177,19431,IJ,6/9/1993
259753,A00000890,Credit,Credit in Cash,10561.5,39814,,6/9/1993
858390,A00002926,Credit,Credit in Cash,15876,49006.3,,6/9/1993
858606,A00002926,Debit,Remittance to Another Bank,868,48138.3,GH,6/9/1993
1208551,A00004134,Debit,Remittance to Another Bank,5932,38265.7,WX,6/9/1993
207342,A00000704,Debit,Remittance to Another Bank,2141,15533.6,IJ,6/9/1993
1091940,A00003734,Credit,Credit in Cash,7408,35715.6,,6/9/1993
110642,A00000374,Debit,Cash Withdrawal,24900,28666.9,,6/9/1993
63718,A00000212,Credit,Collection from Another Bank,74385,116421.9,IJ,6/9/1993
64026,A00000212,Debit,Cash Withdrawal,24700,91721.9,,6/9/1993
523200,A00001786,Credit,Credit in Cash,26811,27811,,6/9/1993
579451,A00001972,Debit,Remittance to Another Bank,2736,20922.8,YZ,6/9/1993
581705,A00001979,Credit,Collection from Another Bank,3021,16005,UV,6/9/1993
494947,A00001688,Credit,Collection from Another Bank,5439,22556,QR,6/9/1993
698134,A00002388,Credit,Credit in Cash,300,300,,6/9/1993
699298,A00002393,Debit,Remittance to Another Bank,4292,27155,KL,6/9/1993
771041,A00002632,Credit,Credit in Cash,21396,49343.3,,6/9/1993
5522,A00000023,Credit,Credit in Cash,33132,33932,,6/9/1993
480292,A00001637,Debit,Remittance to Another Bank,774,18555,KL,6/9/1993
527677,A00001801,Debit,Remittance to Another Bank,3419,28062,YZ,6/9/1993
882511,A00003007,Debit,Remittance to Another Bank,1405,75712.9,KL,6/9/1993
1084402,A00003704,Credit,Collection from Another Bank,6242,31036.6,AB,6/9/1993
1080843,A00003691,Credit,Collection from Another Bank,6540,26560,WX,6/9/1993
304966,A00001039,Debit,Cash Withdrawal,6100,26377.2,,6/9/1993
1162318,A00003980,Credit,Credit in Cash,12832.5,36757.3,,6/9/1993
286366,A00000982,Debit,Remittance to Another Bank,192,13973.9,OP,6/9/1993
292275,A00001000,Debit,Remittance to Another Bank,2852,96031.5,OP,6/9/1993
292203,A00001000,Debit,Remittance to Another Bank,1475,98883.5,CD,6/9/1993
1132812,A00003871,Debit,Remittance to Another Bank,1505,20575,AB,6/9/1993
756510,A00002581,Debit,Cash Withdrawal,11900,39051.2,,6/9/1993
738404,A00002523,Credit,Collection from Another Bank,3023,3423,MN,6/9/1993
589569,A00002008,Credit,Credit in Cash,18660,35836.9,,6/9/1993
584586,A00001990,Credit,Credit in Cash,600,600,,6/9/1993
846084,A00002881,Debit,Remittance to Another Bank,4639,23618.4,YZ,6/9/1993
1111528,A00003796,Credit,Credit in Cash,23362,23762,,6/9/1993
253166,A00000866,Debit,Cash Withdrawal,9000,31176.8,,6/9/1993
408607,A00001392,Credit,Credit in Cash,34768,60560.8,,6/9/1993
192102,A00000652,Credit,Credit in Cash,20776,54112.5,,6/9/1993
1021337,A00003487,Debit,Cash Withdrawal,14240,27082.1,,6/9/1993
3394027,A00011265,Debit,Cash Withdrawal,17920,23549.1,,6/9/1993
3393888,A00011265,Debit,Remittance to Another Bank,2607,20942.1,WX,6/9/1993
1117469,A00003818,Debit,Remittance to Another Bank,4065,59107.6,CD,6/9/1993
